X,Y,ID,Description
528925,-12450487.5874494,3952464.09896994,AZTech.Mesa-436 W. Rio Salado - road construction - W. Rio Salado Pkwy. football and westbound double right lane closure for City of Mesa crews to do sewer repairs.
529028,-12449308.3861546,3933299.53509487,Left lane closed on  ramp  from 202-LOOP Westbound  to  SR-87 Northbound . 1 Left lane closed.  Width Restriction: 12ft  9/24/2025 10:19 AM  to 10/17/2025 11:00 PM  
529029,-12450874.65139,3933487.30107438,Left lane closed on  ramp  from 202-LOOP Eastbound  to  SR-87 Northbound . 1 Left lane closed.  Width Restriction: 12ft  9/24/2025 10:21 AM  to 10/17/2025 11:00 PM  
529034,-12606507.8746817,4086435.67916339,Construction work on State Route 97 Northbound  near   US-93 Northbound   Width Restriction: 14ft Speed Restriction: 35mph  10/13/2025 6:00 AM  to 10/31/2025 6:00 PM  
529075,-12480257.712394,3990324.87434144,Roadway reduced to two lanes on W Happy Valley Rd Westbound from N Norterra Pkwy  to  I-17 Northbound . 1 Right lane closed.   10/13/2025 9:00 PM  to 12/19/2025 5:00 AM  
529136,-12434945.0607731,3945169.39171674,Construction zone on N Recker Rd Both from E Melody Dr to E San Angelo Ave.  Starting 2025-09-26 12:00 AM and ending 2025-10-10 12:00 AM.
529145,-12435127.4451896,3944800.10578099,Construction zone on E Houston Ave West from N Highland Glen Ln to N Recker Rd.  Starting 2025-09-26 12:00 AM and ending 2025-10-10 12:00 AM.
529164,-12241027.3924906,3900111.22214027,Shoulder closed on US-70 Westbound from W Tyler Pl (MP 307)  to  N Black Rock Rd (MP 307) . All Shoulders Closed.  Width Restriction: 14ft  10/22/2025 6:30 AM  to 10/24/2025 5:00 PM  
529165,-12241164.5253066,3900175.23955275,Shoulder closed on US-70 Westbound from W Loop Rd (MP 307)  to  W Loop Rd (MP 306) . All Shoulders Closed.  Width Restriction: 14ft  10/14/2025 6:30 AM  to 10/24/2025 5:00 PM  
529225,-12423674.3813831,3947620.63056967,AZTech.Mesa-10837 E Southern - road construction - Alternating eastbound and westbound lane restrictions on Southern Ave for water line installation by Hunter Contracting for Medina Station development.
529226,-12423038.4108787,3946778.27314311,AZTech.Mesa-1235 S Signal Butte - road construction - Northbound right lane closed on Signal Butte for offsite improvements by Hunter Contracting for Medina Station development.
529227,-12432609.7356036,3958620.58022149,AZTech.Mesa-2936 N Power - road construction - Southbound lane restriction and northbound left turn restriction of Power at Preston for SCI to install Google fiber.
529228,-12433162.8215979,3958162.11600846,AZTech.Mesa-6729 E Preston - road construction - Eastbound and westbound lane restrictions of Preston at Power for SCI to install Google fiber.
529229,-12434110.1454021,3957370.19656235,AZTech.Mesa-6611 E McDowell - road construction - Eastbound and westbound right lane and left lane restrictions of McDowell for SCI to install Google fiber.
529230,-12432967.7646323,3956401.71028758,AZTech.Mesa-6725 E Hermosa Vista - road construction - Westbound directional closure and eastbound flagging of Hermosa Vista and northbound left turn restriction of Power for SCI to install Google fiber.
530492,-12451805.0334347,3939843.65479914,AZTech.Chandler-W HIGHLAND ST - road construction - UTILITY INSTALL
530493,-12427218.5456815,3939956.71395863,AZTech.Mesa-9321 E Warner - road construction - Eastbound Warner 24-hour lane shift for Redpoint.
530538,-12455802.9560996,3933971.1503606,AZTech.Chandler-Price Rd - road construction - Sewer Bypass
530539,-12455389.7784902,3929865.12254634,AZTech.Chandler-Price Rd - road construction - Sewer Bypass
530555,-12491545.6338,3986160.42239999,WEST BOUND RIGHT LANE CLOSURE
530557,-12488590.0614662,3984346.74392112,Roadway reduced to two lanes on 101-LOOP Westbound from 59th Ave (MP 19)  to  67th Ave (MP 18)    10/10/2025 10:00 PM  to 10/11/2025 5:00 AM  ,,,,,No Data,33.66806,-112.2029,roadwork
530577,-12447076.3503118,3953375.50814239,AZTech.Mesa-650 E Brown  - road construction - Northbound and southbound lane shifts on Horne for Gonzalez to install LSC Fiber.
530578,-12447677.0100245,3953260.64987333,AZTech.Mesa-650 E Brown  - road construction - Eastbound right lane closure on Brown for Gonzalez Construction to install LSC Fiber.
530579,-12446100.2661006,3952701.66175174,AZTech.Mesa-650 E Brown  - road construction - Alternating lane closures with left turn prohibitions at Staple for Gonzalez Construction to install LSC Fiber.
530640,-12439889.5822563,3896493.89881484,Road reconstruction on SR-187 Northbound from SR387 (MP 187)  to  SR87 (MP 192) . Lane Alternating.  Width Restriction: 11ft  10/7/2025 6:00 AM  to 3/20/2026 6:00 PM  
530666,-12433124.5483476,3903399.07236705,Road reconstruction on SR-187 Southbound from SR87 (MP 192)  to  SR387 (MP 187) . Lane Alternating.  Width Restriction: 11ft  10/7/2025 6:00 AM  to 3/20/2026 6:00 PM  
530671,-12220338.0093435,3875719.30679406,Construction work on US-70 Eastbound from N Reay Ln (MP 335)  to  E 8th St (MP 340)    10/2/2025 7:00 AM  to 5/1/2026 5:00 PM  
530674,-12211625.4769639,3872977.02983601,Construction work on US-70 Westbound from E 8th St (MP 340)  to  N Reay Ln (MP 335)    10/2/2025 7:00 AM  to 5/1/2026 5:00 PM  
530707,-12455351.2551785,3981912.87191013,Left lanes closed on N Pima Rd Southbound from E Trailside Vw  to  101-LOOP Eastbound . 2 Left Lanes Closed.   10/11/2025 5:00 AM  to 10/11/2025 5:00 PM  
530709,-12455676.5219837,3979205.6490812,Right lane closed on E Frank Lloyd Wright Blvd Westbound from N Pima Rd  to  N Hayden Rd . 1 Right lane closed.   10/11/2025 5:00 AM  to 10/11/2025 5:00 PM  
530712,-12456415.0224468,3982048.94281546,Exit ramp closed on  ramp  from 101-LOOP Eastbound  to  N Pima Rd . All lanes closed.   10/13/2025 10:00 PM  to 10/15/2025 5:00 AM  
530716,-12455611.980759,3977787.48697807,Parallel/frontage roadway closed on N Pima Rd Northbound from E Raintree Dr  to  E Frank Lloyd Wright Blvd . All lanes closed.   10/15/2025 10:00 PM  to 10/16/2025 6:00 AM  
530718,-12455651.4842811,3980541.74029365,Parallel/frontage roadway closed on N Pima Rd Southbound from E Bell Rd  to  E Frank Lloyd Wright Blvd . All lanes closed.   10/16/2025 10:00 PM  to 10/17/2025 6:00 AM  
530721,-12455662.0702368,3972913.89182518,Right lanes closed on 101-LOOP Northbound from E Shea Blvd (MP 41)  to  Princess Dr (MP 37) . 2 Right Lanes Closed.   10/27/2025 10:00 PM  to 10/31/2025 5:00 AM  
530722,-12455878.8344601,3981445.84338288,Right lanes closed on 101-LOOP Southbound from N Pima Rd (MP 37)  to  Shea Blvd (MP 41) . 2 Right Lanes Closed.   11/3/2025 10:00 PM  to 11/7/2025 5:00 AM  
530790,-12436475.3630021,3957378.49538174,AZTech.Mesa-4958 E Mcdowell - road construction - Westbound right lane closure on McDowell for Hylan West to replace cell site pole. For Boldyn networks.
530791,-12430493.9012796,3933221.08428159,AZTech.Mesa-8017 E Pecos - road construction - Eastbound and westbound lane shifts on Pecos for Nesbit to install new ADA ramps for the City of Mesa.
530821,-12432607.1229509,3958644.50279622,Turning lane closed on N Power Rd Southbound from E Eagle Crest Dr  to  202-LOOP Westbound . 1 Right lane closed.   9/29/2025 6:00 AM  to 10/11/2025 5:00 PM  
